#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  1.00968  0.082950  0.011323 -0.000095     7.326
   0.00668  0.99360  0.00192  1.01216  0.079412  0.011070 -0.000098     7.174
   0.01807  0.98272  0.00530  1.01713  0.076634  0.010582 -0.000102     7.242
   0.03106  0.97032  0.00914  1.02323  0.073778  0.010010 -0.000108     7.370
   0.04516  0.95680  0.01317  1.03039  0.071020  0.009371 -0.000116     7.579
   0.06006  0.94246  0.01720  1.03861  0.068433  0.008674 -0.000125     7.889
   0.07565  0.92739  0.02118  1.04799  0.066024  0.007922 -0.000136     8.335
   0.09186  0.91167  0.02516  1.05867  0.063728  0.007112 -0.000151     8.961
   0.10852  0.89549  0.02915  1.07081  0.061467  0.006247 -0.000172     9.840
   0.12544  0.87905  0.03313  1.08488  0.059206  0.005308 -0.000202    11.155
   0.14250  0.86245  0.03708  1.10132  0.056906  0.004287 -0.000249    13.273
   0.15964  0.84577  0.04099  1.12163  0.054474  0.003124 -0.000277    17.438
   0.17681  0.82904  0.04484  1.14180  0.052005  0.002078 -0.000517    25.031
   0.19398  0.81229  0.04864  1.14192  0.050138  0.002075 -0.000518    24.157
   0.21115  0.79553  0.05238  1.14200  0.048109  0.002075 -0.000519    23.182
   0.22833  0.77875  0.05606  1.14205  0.045957  0.002076 -0.000519    22.133
   0.24546  0.76200  0.05967  1.14207  0.043708  0.002079 -0.000520    21.027
   0.26249  0.74535  0.06319  1.14208  0.041406  0.002082 -0.000520    19.891
   0.27941  0.72877  0.06660  1.14209  0.039090  0.002085 -0.000521    18.750
   0.29629  0.71222  0.06990  1.14210  0.036769  0.002088 -0.000522    17.612
   0.31313  0.69568  0.07308  1.14212  0.034457  0.002090 -0.000523    16.484
   0.32994  0.67915  0.07616  1.14217  0.032162  0.002092 -0.000524    15.372
   0.34670  0.66266  0.07911  1.14224  0.029893  0.002093 -0.000527    14.281
   0.36339  0.64620  0.08193  1.14237  0.027676  0.002093 -0.000530    13.224
   0.38005  0.62976  0.08462  1.14257  0.025513  0.002091 -0.000534    12.202
   0.39672  0.61329  0.08718  1.14287  0.023420  0.002087 -0.000540    11.223
   0.41338  0.59681  0.08962  1.14330  0.021384  0.002080 -0.000547    10.279
   0.42997  0.58038  0.09191  1.14390  0.019419  0.002071 -0.000557     9.376
   0.44649  0.56400  0.09406  1.14472  0.017556  0.002058 -0.000570     8.529
   0.46301  0.54760  0.09605  1.14584  0.015797  0.002042 -0.000588     7.737
   0.47954  0.53117  0.09790  1.14736  0.014144  0.002020 -0.000611     7.001
   0.49603  0.51477  0.09961  1.14935  0.012581  0.001994 -0.000644     6.309
   0.51242  0.49845  0.10115  1.15197  0.011149  0.001962 -0.000681     5.682
   0.52875  0.48218  0.10252  1.15538  0.009874  0.001924 -0.000695     5.132
   0.54509  0.46588  0.10371  1.15971  0.008728  0.001879 -0.000637     4.645
   0.56144  0.44957  0.10475  1.16502  0.007717  0.001828 -0.000434     4.222
   0.57774  0.43329  0.10561  1.17117  0.006824  0.001772 -0.000029     3.851
   0.59394  0.41711  0.10630  1.17834  0.006073  0.001710  0.000556     3.551
   0.61007  0.40098  0.10679  1.18639  0.005447  0.001643  0.001276     3.315
   0.62617  0.38489  0.10708  1.19487  0.004934  0.001574  0.002060     3.135
   0.64227  0.36879  0.10718  1.20330  0.004514  0.001505  0.002862     2.999
   0.65836  0.35270  0.10708  1.21140  0.004156  0.001438  0.003690     2.890
   0.67432  0.33674  0.10680  1.21907  0.003832  0.001373  0.004615     2.791
   0.69010  0.32097  0.10629  1.22556  0.003563  0.001313  0.005503     2.714
   0.70583  0.30526  0.10554  1.23032  0.003360  0.001259  0.006187     2.670
   0.72167  0.28945  0.10454  1.23390  0.003192  0.001208  0.006750     2.642
   0.73747  0.27369  0.10335  1.23757  0.002997  0.001155  0.007621     2.595
   0.75302  0.25820  0.10195  1.24025  0.002798  0.001102  0.008713     2.538
   0.76841  0.24291  0.10027  1.23978  0.002663  0.001059  0.009389     2.514
   0.78386  0.22758  0.09831  1.23746  0.002559  0.001020  0.009792     2.511
   0.79934  0.21226  0.09610  1.23516  0.002434  0.000977  0.010479     2.492
   0.81467  0.19713  0.09366  1.23177  0.002304  0.000933  0.011326     2.468
   0.82983  0.18221  0.09095  1.22595  0.002203  0.000895  0.011859     2.462
   0.84493  0.16741  0.08797  1.21914  0.002102  0.000855  0.012411     2.458
   0.85995  0.15275  0.08473  1.21133  0.001999  0.000814  0.013002     2.456
   0.87475  0.13836  0.08125  1.20260  0.001891  0.000772  0.013723     2.450
   0.88915  0.12444  0.07757  1.19278  0.001764  0.000727  0.014950     2.426
   0.90314  0.11101  0.07364  1.17929  0.001652  0.000686  0.016052     2.410
   0.91683  0.09797  0.06946  1.16226  0.001572  0.000648  0.016319     2.428
   0.92993  0.08560  0.06517  1.14625  0.001471  0.000604  0.017079     2.435
   0.94206  0.07425  0.06087  1.12917  0.001309  0.000555  0.020376     2.360
   0.95332  0.06387  0.05649  1.09989  0.001241  0.000523  0.020697     2.372
   0.96371  0.05444  0.05215  1.07189  0.001177  0.000490  0.020611     2.404
   0.97301  0.04611  0.04801  1.04687  0.001068  0.000449  0.022669     2.381
   0.98119  0.03891  0.04412  1.01772  0.000988  0.000413  0.023604     2.391
   0.98837  0.03273  0.04046  0.98627  0.000877  0.000376  0.027294     2.332
   0.99470  0.02743  0.03701  0.94523  0.000830  0.000352  0.026878     2.361
   1.00030  0.02288  0.03375  0.90510  0.000744  0.000322  0.030047     2.313
   1.00527  0.01898  0.03066  0.85550  0.000699  0.000301  0.029952     2.322
   1.00973  0.01561  0.02774  0.80615  0.000647  0.000278  0.030420     2.326
   1.01375  0.01272  0.02495  0.75038  0.000583  0.000255  0.032804     2.280
   1.01739  0.01024  0.02228  0.68437  0.000551  0.000240  0.031144     2.297
   1.02073  0.00811  0.01971  0.61290  0.000502  0.000223  0.032058     2.247
   1.02380  0.00630  0.01724  0.53382  0.000487  0.000213  0.027577     2.292
   1.02664  0.00476  0.01485  0.44984  0.000440  0.000199  0.027755     2.209
   1.02926  0.00350  0.01255  0.36246  0.000437  0.000187  0.020152     2.331
   1.03171  0.00246  0.01033  0.26474  0.000363  0.000166  0.020221     2.186
   1.03400  0.00163  0.00819  0.15028  0.000410  0.000182  0.009555     2.253
   1.03618  0.00098  0.00612  0.05127  0.000359  0.000161  0.003805     2.230
   1.03826  0.00048  0.00410 -0.06201  0.000359  0.000161  0.004611     2.230
   1.04024  0.00015  0.00214 -0.20367  0.000293  0.000133  0.018940     2.204
   1.04215  0.00001  0.00024 -0.35670  0.000299  0.000132  0.031164     2.254
   1.04400  0.00012 -0.00161 -0.51776  0.000279  0.000127  0.050942     2.196
   1.04587  0.00052 -0.00343 -0.66876  0.000300  0.000132  0.057135     2.275
   1.04780  0.00123 -0.00524 -0.80008  0.000314  0.000140  0.066733     2.250
   1.04986  0.00223 -0.00703 -0.90507  0.000357  0.000154  0.062550     2.316
   1.05205  0.00354 -0.00879 -0.99030  0.000388  0.000169  0.063784     2.301
   1.05438  0.00514 -0.01048 -1.05218  0.000445  0.000189  0.055643     2.363
   1.05689  0.00705 -0.01212 -1.08588  0.000525  0.000216  0.045472     2.432
   1.05960  0.00924 -0.01371 -1.10297  0.000612  0.000247  0.037820     2.477
   1.06254  0.01171 -0.01530 -1.11836  0.000674  0.000274  0.035504     2.458
   1.06576  0.01450 -0.01689 -1.13187  0.000744  0.000302  0.032373     2.463
   1.06931  0.01766 -0.01852 -1.14168  0.000825  0.000332  0.028824     2.485
   1.07328  0.02125 -0.02021 -1.15058  0.000899  0.000362  0.026636     2.485
   1.07773  0.02534 -0.02197 -1.16185  0.000957  0.000389  0.025919     2.460
   1.08275  0.03002 -0.02380 -1.17353  0.001025  0.000418  0.024587     2.455
   1.08845  0.03539 -0.02569 -1.18410  0.001105  0.000449  0.022820     2.463
   1.09493  0.04158 -0.02763 -1.19177  0.001207  0.000485  0.020497     2.488
   1.10237  0.04875 -0.02960 -1.19598  0.001329  0.000527  0.018032     2.520
   1.11095  0.05710 -0.03158 -1.19527  0.001489  0.000578  0.015170     2.574
   1.12083  0.06678 -0.03358 -1.19211  0.001655  0.000635  0.013099     2.607
   1.13204  0.07781 -0.03556 -1.18825  0.001818  0.000694  0.011689     2.622
   1.14448  0.09010 -0.03747 -1.18380  0.001989  0.000755  0.010483     2.635
   1.15809  0.10359 -0.03926 -1.17821  0.002181  0.000820  0.009254     2.658
   1.17266  0.11806 -0.04096 -1.17320  0.002353  0.000884  0.008517     2.661
   1.18781  0.13314 -0.04249 -1.16999  0.002487  0.000942  0.008235     2.640
   1.20335  0.14862 -0.04385 -1.16703  0.002633  0.000999  0.007799     2.636
   1.21923  0.16445 -0.04503 -1.16391  0.002789  0.001056  0.007293     2.641
   1.23540  0.18059 -0.04604 -1.16084  0.002942  0.001111  0.006848     2.647
   1.25175  0.19691 -0.04691 -1.15843  0.003073  0.001163  0.006584     2.642
   1.26813  0.21328 -0.04763 -1.15614  0.003205  0.001214  0.006304     2.641
   1.28457  0.22971 -0.04819 -1.15361  0.003348  0.001264  0.005970     2.649
   1.30115  0.24629 -0.04860 -1.15097  0.003492  0.001314  0.005648     2.658
   1.31783  0.26296 -0.04890 -1.14839  0.003631  0.001363  0.005375     2.665
   1.33448  0.27961 -0.04908 -1.14607  0.003757  0.001409  0.005174     2.666
   1.35110  0.29624 -0.04912 -1.14349  0.003898  0.001456  0.004917     2.676
   1.36778  0.31291 -0.04903 -1.14055  0.004052  0.001505  0.004621     2.693
   1.38450  0.32963 -0.04882 -1.13745  0.004211  0.001553  0.004336     2.712
   1.40120  0.34633 -0.04849 -1.13422  0.004373  0.001601  0.004067     2.730
   1.41786  0.36298 -0.04803 -1.13046  0.004563  0.001652  0.003732     2.762
   1.43449  0.37961 -0.04745 -1.12622  0.004782  0.001706  0.003357     2.804
   1.45114  0.39623 -0.04673 -1.12149  0.005035  0.001762  0.002948     2.858
   1.46777  0.41285 -0.04588 -1.11626  0.005333  0.001821  0.002502     2.929
   1.48439  0.42943 -0.04489 -1.11068  0.005678  0.001882  0.002039     3.017
   1.50097  0.44597 -0.04378 -1.10471  0.006108  0.001946  0.001530     3.138
   1.51751  0.46247 -0.04253 -1.09876  0.006610  0.002011  0.001038     3.287
   1.53401  0.47892 -0.04112 -1.09295  0.007247  0.002074  0.000535     3.494
   1.55050  0.49532 -0.03957 -1.08772  0.007998  0.002133  0.000105     3.749
   1.56702  0.51176 -0.03785 -1.08317  0.008913  0.002186 -0.000236     4.077
   1.58368  0.52831 -0.03597 -1.07922  0.009971  0.002234 -0.000444     4.463
   1.60055  0.54506 -0.03395 -1.07583  0.011153  0.002278 -0.000529     4.896
   1.61761  0.56199 -0.03181 -1.07304  0.012430  0.002317 -0.000540     5.365
   1.63483  0.57906 -0.02959 -1.07077  0.013773  0.002350 -0.000524     5.860
   1.65218  0.59626 -0.02732 -1.06892  0.015157  0.002380 -0.000500     6.369
   1.66962  0.61355 -0.02500 -1.06738  0.016554  0.002406 -0.000480     6.881
   1.68712  0.63090 -0.02268 -1.06607  0.017945  0.002429 -0.000465     7.388
   1.70462  0.64824 -0.02037 -1.06495  0.019303  0.002450 -0.000453     7.878
   1.72205  0.66552 -0.01809 -1.06396  0.020617  0.002470 -0.000444     8.347
   1.73939  0.68272 -0.01585 -1.06307  0.021873  0.002488 -0.000436     8.790
   1.75663  0.69982 -0.01367 -1.06226  0.023054  0.002506 -0.000429     9.199
   1.77378  0.71684 -0.01156 -1.06149  0.024141  0.002524 -0.000423     9.566
   1.79085  0.73379 -0.00953 -1.06074  0.025129  0.002541 -0.000418     9.888
   1.80784  0.75067 -0.00760 -1.06001  0.026012  0.002559 -0.000413    10.163
   1.82474  0.76746 -0.00576 -1.05928  0.026773  0.002578 -0.000409    10.385
   1.84154  0.78418 -0.00404 -1.05854  0.027407  0.002598 -0.000404    10.551
   1.85823  0.80079 -0.00245 -1.05778  0.027896  0.002618 -0.000401    10.655
   1.87481  0.81731 -0.00100 -1.05699  0.028234  0.002640 -0.000397    10.695
   1.89126  0.83371  0.00030 -1.05616  0.028403  0.002663 -0.000393    10.664
   1.90759  0.85000  0.00143 -1.05528  0.028393  0.002689 -0.000390    10.560
   1.92381  0.86619  0.00238 -1.05435  0.028194  0.002716 -0.000386    10.381
   1.93987  0.88223  0.00314 -1.05334  0.027804  0.002745 -0.000383    10.129
   1.95573  0.89808  0.00370 -1.05225  0.027210  0.002776 -0.000380     9.801
   1.97131  0.91366  0.00404 -1.05108  0.026408  0.002810 -0.000377     9.399
   1.98653  0.92887  0.00415 -1.04981  0.025386  0.002845 -0.000375     8.922
   2.00124  0.94358  0.00401 -1.04844  0.024155  0.002883 -0.000374     8.379
   2.01526  0.95760  0.00361 -1.04698  0.022737  0.002921 -0.000375     7.784
   2.02837  0.97069  0.00296 -1.04546  0.021166  0.002959 -0.000378     7.152
   2.04040  0.98268  0.00205 -1.03403  0.019646  0.003250 -0.000229     6.044
   2.05125  0.99348  0.00090 -1.01811  0.018264  0.003652 -0.000197     5.001
   2.05783  1.00000  0.00000 -1.00968  0.019151  0.003869 -0.000191     4.950
   2.05783  1.00010 -0.00002  1.00968  0.102101  0.015192  0.000000     6.721
   2.06446  1.00660 -0.00134  1.00451  0.095434  0.015859  0.000000     6.018
   2.07221  1.01423 -0.00264  0.99866  0.092080  0.016596  0.000000     5.548
   2.08127  1.02319 -0.00403  0.99158  0.088710  0.017483  0.000000     5.074
   2.09186  1.03367 -0.00552  0.98286  0.085166  0.018569  0.000000     4.586
   2.10423  1.04594 -0.00713  0.97189  0.081298  0.019937  0.000000     4.078
   2.11869  1.06029 -0.00887  0.95763  0.077048  0.021725  0.000000     3.547
   2.13560  1.07709 -0.01076  0.94307  0.072185  0.023565  0.000000     3.063
   2.15535  1.09674 -0.01281  0.93090  0.066638  0.025099  0.000000     2.655
   2.17845  1.11973 -0.01503  0.92157  0.060573  0.026258  0.000000     2.307
   2.20544  1.14661 -0.01742  0.91616  0.054230  0.026909  0.000000     2.015
   2.23698  1.17805 -0.02001  0.91544  0.047952  0.026992  0.000000     1.777
   2.27386  1.21482 -0.02278  0.91941  0.042124  0.026566  0.000000     1.586
   2.31695  1.25781 -0.02574  0.92716  0.037062  0.025794  0.000000     1.437
   2.36732  1.30808 -0.02889  0.93709  0.032921  0.024882  0.000000     1.323
   2.42619  1.36686 -0.03223  0.94751  0.029684  0.023995  0.000000     1.237
   2.49501  1.43558 -0.03575  0.95726  0.027225  0.023222  0.000000     1.172
   2.57543  1.51593 -0.03943  0.96578  0.025389  0.022583  0.000000     1.124
   2.66944  1.60985 -0.04325  0.97293  0.024032  0.022071  0.000000     1.089
   2.77931  1.71965 -0.04718  0.97879  0.023037  0.021668  0.000000     1.063
   2.90773  1.84801 -0.05119  0.98351  0.022311  0.021352  0.000000     1.045
   3.05782  1.99805 -0.05523  0.98858  0.021694  0.021021  0.000000     1.032
