#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  1.08766  0.138549  0.005915 -0.000260    23.422
   0.00667  0.99364  0.00201  1.08754  0.135199  0.005934 -0.001037    22.783
   0.01801  0.98283  0.00544  1.08754  0.131823  0.005939 -0.001037    22.197
   0.03089  0.97055  0.00931  1.08756  0.128118  0.005942 -0.001038    21.560
   0.04491  0.95712  0.01335  1.08760  0.124293  0.005944 -0.001039    20.911
   0.05974  0.94286  0.01740  1.08766  0.120462  0.005942 -0.001040    20.271
   0.07527  0.92786  0.02141  1.08775  0.116663  0.005938 -0.001043    19.646
   0.09142  0.91220  0.02541  1.08787  0.112848  0.005932 -0.001045    19.023
   0.10802  0.89609  0.02942  1.08800  0.108987  0.005924 -0.001048    18.396
   0.12488  0.87971  0.03341  1.08815  0.105092  0.005916 -0.001052    17.764
   0.14188  0.86318  0.03738  1.08830  0.101175  0.005907 -0.001055    17.128
   0.15896  0.84656  0.04130  1.08848  0.097243  0.005897 -0.001059    16.490
   0.17607  0.82989  0.04517  1.08866  0.093306  0.005886 -0.001064    15.852
   0.19318  0.81321  0.04899  1.08887  0.089372  0.005875 -0.001069    15.213
   0.21029  0.79652  0.05273  1.08909  0.085447  0.005862 -0.001074    14.577
   0.22743  0.77978  0.05643  1.08934  0.081524  0.005848 -0.001081    13.941
   0.24453  0.76308  0.06007  1.08962  0.077602  0.005832 -0.001088    13.305
   0.26151  0.74647  0.06361  1.08993  0.073718  0.005816 -0.001095    12.676
   0.27839  0.72994  0.06704  1.09028  0.069900  0.005796 -0.001104    12.059
   0.29522  0.71344  0.07036  1.09068  0.066141  0.005775 -0.001114    11.453
   0.31203  0.69694  0.07357  1.09115  0.062450  0.005750 -0.001126    10.860
   0.32881  0.68046  0.07667  1.09169  0.058828  0.005722 -0.001140    10.281
   0.34552  0.66401  0.07965  1.09233  0.055285  0.005691 -0.001156     9.715
   0.36216  0.64761  0.08250  1.09306  0.051845  0.005655 -0.001174     9.168
   0.37877  0.63123  0.08521  1.09393  0.048508  0.005614 -0.001196     8.640
   0.39539  0.61480  0.08779  1.09495  0.045273  0.005569 -0.001222     8.130
   0.41202  0.59836  0.09025  1.09615  0.042133  0.005517 -0.001252     7.637
   0.42857  0.58198  0.09257  1.09756  0.039102  0.005460 -0.001290     7.162
   0.44503  0.56566  0.09473  1.09921  0.036214  0.005396 -0.001334     6.711
   0.46148  0.54933  0.09674  1.10116  0.033466  0.005324 -0.001388     6.285
   0.47798  0.53293  0.09860  1.10347  0.030840  0.005245 -0.001449     5.880
   0.49446  0.51655  0.10033  1.10619  0.028335  0.005156 -0.001502     5.495
   0.51082  0.50026  0.10190  1.10937  0.025975  0.005059 -0.001522     5.134
   0.52710  0.48404  0.10328  1.11307  0.023789  0.004953 -0.001477     4.803
   0.54339  0.46779  0.10449  1.11737  0.021767  0.004836 -0.001311     4.501
   0.55971  0.45151  0.10554  1.12228  0.019892  0.004711 -0.000974     4.223
   0.57600  0.43525  0.10643  1.12773  0.018141  0.004578 -0.000409     3.962
   0.59218  0.41907  0.10713  1.13381  0.016561  0.004437  0.000384     3.732
   0.60829  0.40298  0.10765  1.14052  0.015142  0.004287  0.001396     3.532
   0.62434  0.38693  0.10796  1.14781  0.013867  0.004129  0.002614     3.359
   0.64042  0.37085  0.10808  1.15553  0.012742  0.003965  0.003984     3.213
   0.65651  0.35476  0.10800  1.16352  0.011726  0.003799  0.005530     3.086
   0.67249  0.33878  0.10774  1.17156  0.010805  0.003633  0.007268     2.974
   0.68825  0.32303  0.10727  1.17929  0.009986  0.003472  0.009145     2.876
   0.70393  0.30737  0.10654  1.18626  0.009303  0.003319  0.010920     2.803
   0.71975  0.29158  0.10557  1.19246  0.008716  0.003172  0.012596     2.748
   0.73559  0.27578  0.10439  1.19819  0.008149  0.003027  0.014514     2.692
   0.75115  0.26028  0.10302  1.20325  0.007589  0.002885  0.016834     2.631
   0.76650  0.24502  0.10139  1.20632  0.007150  0.002758  0.018719     2.593
   0.78192  0.22972  0.09944  1.20779  0.006787  0.002640  0.020223     2.571
   0.79744  0.21436  0.09725  1.20854  0.006421  0.002520  0.021956     2.548
   0.81279  0.19920  0.09484  1.20839  0.006046  0.002401  0.024084     2.518
   0.82793  0.18429  0.09217  1.20622  0.005730  0.002290  0.025808     2.502
   0.84302  0.16950  0.08922  1.20262  0.005440  0.002182  0.027364     2.493
   0.85806  0.15481  0.08599  1.19802  0.005142  0.002071  0.029166     2.483
   0.87291  0.14036  0.08253  1.19211  0.004842  0.001959  0.031163     2.472
   0.88737  0.12638  0.07886  1.18494  0.004505  0.001843  0.034238     2.445
   0.90140  0.11290  0.07496  1.17417  0.004228  0.001737  0.036551     2.434
   0.91519  0.09977  0.07076  1.16086  0.003996  0.001634  0.037798     2.445
   0.92848  0.08721  0.06643  1.14757  0.003685  0.001517  0.041238     2.428
   0.94079  0.07568  0.06209  1.13073  0.003354  0.001405  0.046501     2.388
   0.95221  0.06515  0.05767  1.10693  0.003139  0.001314  0.048630     2.388
   0.96284  0.05550  0.05322  1.08185  0.002940  0.001223  0.050001     2.403
   0.97241  0.04692  0.04898  1.05781  0.002707  0.001125  0.052873     2.407
