#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  1.10531  0.155492  0.005662 -0.000269    27.464
   0.00667  0.99364  0.00201  1.10520  0.152124  0.005680 -0.001096    26.781
   0.01801  0.98283  0.00544  1.10520  0.148634  0.005685 -0.001095    26.144
   0.03089  0.97055  0.00931  1.10521  0.144779  0.005690 -0.001095    25.446
   0.04491  0.95712  0.01335  1.10524  0.140778  0.005692 -0.001096    24.731
   0.05974  0.94286  0.01740  1.10528  0.136747  0.005693 -0.001097    24.021
   0.07527  0.92786  0.02141  1.10535  0.132728  0.005691 -0.001098    23.324
   0.09142  0.91220  0.02541  1.10544  0.128674  0.005687 -0.001100    22.626
   0.10802  0.89609  0.02942  1.10553  0.124560  0.005682 -0.001103    21.921
   0.12488  0.87971  0.03341  1.10564  0.120398  0.005677 -0.001105    21.207
   0.14188  0.86318  0.03738  1.10575  0.116202  0.005672 -0.001108    20.488
   0.15896  0.84656  0.04130  1.10587  0.111980  0.005666 -0.001111    19.763
   0.17607  0.82989  0.04517  1.10600  0.107744  0.005660 -0.001114    19.036
   0.19318  0.81321  0.04899  1.10613  0.103500  0.005654 -0.001117    18.306
   0.21029  0.79652  0.05273  1.10627  0.099255  0.005647 -0.001121    17.577
   0.22743  0.77978  0.05643  1.10643  0.095002  0.005639 -0.001125    16.846
   0.24453  0.76308  0.06007  1.10660  0.090741  0.005631 -0.001129    16.114
   0.26151  0.74647  0.06361  1.10679  0.086510  0.005622 -0.001134    15.387
   0.27839  0.72994  0.06704  1.10700  0.082335  0.005612 -0.001140    14.672
   0.29522  0.71344  0.07036  1.10724  0.078211  0.005600 -0.001147    13.967
   0.31203  0.69694  0.07357  1.10752  0.074143  0.005586 -0.001154    13.274
   0.32881  0.68046  0.07667  1.10784  0.070135  0.005569 -0.001163    12.594
   0.34552  0.66401  0.07965  1.10822  0.066201  0.005550 -0.001173    11.928
   0.36216  0.64761  0.08250  1.10867  0.062350  0.005528 -0.001185    11.279
   0.37877  0.63123  0.08521  1.10919  0.058600  0.005502 -0.001199    10.651
   0.39539  0.61480  0.08779  1.10981  0.054940  0.005472 -0.001215    10.040
   0.41202  0.59836  0.09025  1.11055  0.051360  0.005438 -0.001235     9.445
   0.42857  0.58198  0.09257  1.11142  0.047886  0.005399 -0.001257     8.869
   0.44503  0.56566  0.09473  1.11244  0.044539  0.005355 -0.001284     8.317
   0.46148  0.54933  0.09674  1.11367  0.041326  0.005305 -0.001317     7.790
   0.47798  0.53293  0.09860  1.11513  0.038226  0.005248 -0.001357     7.284
   0.49446  0.51655  0.10033  1.11686  0.035236  0.005183 -0.001405     6.798
   0.51082  0.50026  0.10190  1.11892  0.032385  0.005112 -0.001464     6.335
   0.52710  0.48404  0.10328  1.12136  0.029711  0.005032 -0.001532     5.905
   0.54339  0.46779  0.10449  1.12427  0.027200  0.004942 -0.001592     5.504
   0.55971  0.45151  0.10554  1.12774  0.024820  0.004843 -0.001615     5.125
   0.57600  0.43525  0.10643  1.13182  0.022585  0.004733 -0.001557     4.772
   0.59218  0.41907  0.10713  1.13656  0.020529  0.004613 -0.001343     4.451
   0.60829  0.40298  0.10765  1.14196  0.018644  0.004484 -0.000912     4.158
   0.62434  0.38693  0.10796  1.14799  0.016944  0.004348 -0.000230     3.897
   0.64042  0.37085  0.10808  1.15478  0.015397  0.004201  0.000726     3.665
   0.65651  0.35476  0.10800  1.16234  0.013998  0.004043  0.001959     3.462
   0.67249  0.33878  0.10774  1.17052  0.012742  0.003878  0.003456     3.286
   0.68825  0.32303  0.10727  1.17906  0.011620  0.003710  0.005210     3.132
   0.70393  0.30737  0.10654  1.18752  0.010685  0.003544  0.006985     3.015
   0.71975  0.29158  0.10557  1.19576  0.009882  0.003382  0.008769     2.922
   0.73559  0.27578  0.10439  1.20387  0.009123  0.003219  0.010838     2.834
   0.75115  0.26028  0.10302  1.21137  0.008425  0.003062  0.013168     2.752
   0.76650  0.24502  0.10139  1.21744  0.007856  0.002917  0.015276     2.693
   0.78192  0.22972  0.09944  1.22207  0.007392  0.002783  0.017038     2.656
   0.79744  0.21436  0.09725  1.22595  0.006947  0.002650  0.018942     2.621
   0.81279  0.19920  0.09484  1.22901  0.006504  0.002518  0.021206     2.583
   0.82793  0.18429  0.09217  1.23021  0.006135  0.002397  0.023082     2.560
   0.84302  0.16950  0.08922  1.23027  0.005781  0.002276  0.025050     2.540
   0.85806  0.15481  0.08599  1.22891  0.005457  0.002158  0.026843     2.528
   0.87291  0.14036  0.08253  1.22668  0.005122  0.002038  0.029012     2.513
   0.88737  0.12638  0.07886  1.22337  0.004755  0.001915  0.032178     2.483
   0.90140  0.11290  0.07496  1.21688  0.004447  0.001801  0.034761     2.469
   0.91519  0.09977  0.07076  1.20791  0.004193  0.001692  0.036264     2.477
   0.92848  0.08721  0.06643  1.19909  0.003866  0.001572  0.039746     2.460
   0.94079  0.07568  0.06209  1.18752  0.003510  0.001453  0.045384     2.416
   0.95221  0.06515  0.05767  1.16918  0.003277  0.001357  0.047927     2.414
   0.96284  0.05550  0.05322  1.14966  0.003084  0.001264  0.048750     2.440
   0.97241  0.04692  0.04898  1.13245  0.002805  0.001157  0.053625     2.425
   0.98081  0.03952  0.04501  1.11191  0.002550  0.001059  0.058945     2.408
   0.98816  0.03319  0.04127  1.08746  0.002320  0.000971  0.064441     2.391
   0.99463  0.02777  0.03774  1.05861  0.002113  0.000891  0.070195     2.371
   1.00034  0.02313  0.03441  1.02427  0.001927  0.000821  0.076373     2.346
   1.00542  0.01915  0.03125  0.98428  0.001790  0.000763  0.078901     2.347
   1.00996  0.01574  0.02825  0.94154  0.001637  0.000704  0.084240     2.325
   1.01405  0.01281  0.02541  0.89216  0.001516  0.000654  0.086897     2.317
