#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.89289  0.036095  0.013562  0.000351     2.662
   0.00668  0.99360  0.00192  0.89832  0.033613  0.013187  0.000443     2.549
   0.01807  0.98272  0.00530  0.90639  0.030993  0.012663  0.000548     2.448
   0.03106  0.97032  0.00914  0.91653  0.028302  0.012054  0.000677     2.348
   0.04516  0.95680  0.01317  0.92818  0.025813  0.011410  0.000818     2.262
   0.06006  0.94246  0.01720  0.94068  0.023664  0.010776  0.000956     2.196
   0.07565  0.92739  0.02118  0.95353  0.021876  0.010174  0.001078     2.150
   0.09186  0.91167  0.02516  0.96661  0.020389  0.009607  0.001180     2.122
   0.10852  0.89549  0.02915  0.97997  0.019127  0.009069  0.001259     2.109
   0.12544  0.87905  0.03313  0.99350  0.018065  0.008561  0.001312     2.110
   0.14250  0.86245  0.03708  1.00716  0.017188  0.008082  0.001332     2.127
   0.15964  0.84577  0.04099  1.02099  0.016483  0.007628  0.001312     2.161
   0.17681  0.82904  0.04484  1.03513  0.015939  0.007191  0.001248     2.217
   0.19398  0.81229  0.04864  1.04984  0.015549  0.006762  0.001134     2.299
   0.21115  0.79553  0.05238  1.06557  0.015314  0.006330  0.000969     2.419
   0.22833  0.77875  0.05606  1.08309  0.015222  0.005876  0.000758     2.591
   0.24546  0.76200  0.05967  1.10339  0.015257  0.005379  0.000538     2.836
   0.26249  0.74535  0.06319  1.12766  0.015414  0.004820  0.000301     3.198
   0.27941  0.72877  0.06660  1.15747  0.015677  0.004178  0.000030     3.752
   0.29629  0.71222  0.06990  1.19525  0.015968  0.003423 -0.000198     4.665
   0.31313  0.69568  0.07308  1.23587  0.016220  0.002678 -0.000286     6.056
   0.32994  0.67915  0.07616  1.28068  0.016293  0.001928 -0.000360     8.452
   0.34670  0.66266  0.07911  1.30211  0.016221  0.001601 -0.000442    10.130
   0.36339  0.64620  0.08193  1.30339  0.015968  0.001585 -0.000448    10.077
   0.38005  0.62976  0.08462  1.30454  0.015504  0.001570 -0.000454     9.874
   0.39672  0.61329  0.08718  1.30565  0.014889  0.001557 -0.000460     9.564
   0.41338  0.59681  0.08962  1.30676  0.014160  0.001544 -0.000467     9.170
   0.42997  0.58038  0.09191  1.30790  0.013347  0.001532 -0.000476     8.714
   0.44649  0.56400  0.09406  1.30916  0.012495  0.001519 -0.000486     8.227
   0.46301  0.54760  0.09605  1.31058  0.011622  0.001505 -0.000498     7.724
   0.47954  0.53117  0.09790  1.31223  0.010736  0.001489 -0.000513     7.209
   0.49603  0.51477  0.09961  1.31416  0.009837  0.001472 -0.000532     6.681
   0.51242  0.49845  0.10115  1.31648  0.008963  0.001453 -0.000557     6.168
   0.52875  0.48218  0.10252  1.31932  0.008141  0.001431 -0.000583     5.688
   0.54509  0.46588  0.10371  1.32279  0.007371  0.001406 -0.000597     5.242
   0.56144  0.44957  0.10475  1.32701  0.006644  0.001378 -0.000578     4.822
   0.57774  0.43329  0.10561  1.33205  0.005968  0.001346 -0.000483     4.434
   0.59394  0.41711  0.10630  1.33788  0.005365  0.001312 -0.000277     4.090
   0.61007  0.40098  0.10679  1.34447  0.004837  0.001274  0.000051     3.796
   0.62617  0.38489  0.10708  1.35194  0.004386  0.001234  0.000475     3.555
   0.64227  0.36879  0.10718  1.36015  0.004002  0.001191  0.000971     3.361
   0.65836  0.35270  0.10708  1.36885  0.003669  0.001146  0.001527     3.201
   0.67432  0.33674  0.10680  1.37792  0.003361  0.001100  0.002193     3.055
   0.69010  0.32097  0.10629  1.38660  0.003108  0.001056  0.002851     2.943
   0.70583  0.30526  0.10554  1.39428  0.002917  0.001015  0.003384     2.873
   0.72167  0.28945  0.10454  1.40116  0.002764  0.000977  0.003813     2.829
   0.73747  0.27369  0.10335  1.40858  0.002584  0.000936  0.004486     2.761
   0.75302  0.25820  0.10195  1.41547  0.002410  0.000896  0.005288     2.690
   0.76841  0.24291  0.10027  1.42004  0.002287  0.000861  0.005830     2.655
   0.78386  0.22758  0.09831  1.42304  0.002197  0.000830  0.006139     2.647
   0.79934  0.21226  0.09610  1.42640  0.002094  0.000797  0.006611     2.627
   0.81467  0.19713  0.09366  1.42953  0.001983  0.000763  0.007224     2.599
   0.82983  0.18221  0.09095  1.43115  0.001893  0.000732  0.007671     2.588
   0.84493  0.16741  0.08797  1.43187  0.001817  0.000701  0.007962     2.592
   0.85995  0.15275  0.08473  1.43306  0.001731  0.000669  0.008387     2.589
   0.87475  0.13836  0.08125  1.43436  0.001638  0.000635  0.008951     2.581
   0.88915  0.12444  0.07757  1.43609  0.001521  0.000598  0.010068     2.543
   0.90314  0.11101  0.07364  1.43422  0.001443  0.000567  0.010566     2.546
   0.91683  0.09797  0.06946  1.43195  0.001376  0.000535  0.010735     2.573
   0.92993  0.08560  0.06517  1.43262  0.001269  0.000498  0.011948     2.550
   0.94206  0.07425  0.06087  1.43203  0.001142  0.000460  0.014255     2.484
   0.95332  0.06387  0.05649  1.42326  0.001082  0.000432  0.014665     2.503
   0.96371  0.05444  0.05215  1.41601  0.001031  0.000404  0.014550     2.550
   0.97301  0.04611  0.04801  1.41405  0.000942  0.000371  0.016124     2.537
   0.98119  0.03891  0.04412  1.41068  0.000850  0.000340  0.018453     2.504
   0.98837  0.03273  0.04046  1.40314  0.000776  0.000312  0.020499     2.487
   0.99470  0.02743  0.03701  1.39283  0.000704  0.000287  0.023147     2.456
   1.00030  0.02288  0.03375  1.37773  0.000647  0.000265  0.025249     2.444
   1.00527  0.01898  0.03066  1.35981  0.000591  0.000244  0.027960     2.420
   1.00973  0.01561  0.02774  1.33704  0.000544  0.000226  0.030210     2.408
   1.01375  0.01272  0.02495  1.31051  0.000498  0.000209  0.033094     2.385
   1.01739  0.01024  0.02228  1.27764  0.000458  0.000194  0.035893     2.363
   1.02073  0.00811  0.01971  1.23799  0.000424  0.000180  0.038083     2.349
   1.02380  0.00630  0.01724  1.19167  0.000390  0.000168  0.040856     2.322
   1.02664  0.00476  0.01485  1.13614  0.000365  0.000158  0.042206     2.308
   1.02926  0.00350  0.01255  1.07390  0.000342  0.000149  0.043161     2.292
   1.03171  0.00246  0.01033  1.00356  0.000322  0.000142  0.043844     2.266
   1.03400  0.00163  0.00819  0.92628  0.000312  0.000137  0.041563     2.272
   1.03618  0.00098  0.00612  0.84787  0.000298  0.000132  0.040106     2.265
   1.03826  0.00048  0.00410  0.76980  0.000288  0.000124  0.035863     2.318
   1.04024  0.00015  0.00214  0.68659  0.000254  0.000112  0.038391     2.257
