#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  1.08481  0.126310  0.002804 -0.000259    45.045
   0.00668  0.99360  0.00192  1.08462  0.122894  0.002828 -0.000713    43.450
   0.01807  0.98272  0.00530  1.08456  0.119678  0.002840 -0.000710    42.144
   0.03106  0.97032  0.00914  1.08449  0.116167  0.002851 -0.000708    40.742
   0.04516  0.95680  0.01317  1.08443  0.112563  0.002862 -0.000705    39.334
   0.06006  0.94246  0.01720  1.08439  0.108971  0.002871 -0.000704    37.961
   0.07565  0.92739  0.02118  1.08437  0.105417  0.002878 -0.000702    36.630
   0.09186  0.91167  0.02516  1.08435  0.101856  0.002884 -0.000701    35.316
   0.10852  0.89549  0.02915  1.08434  0.098243  0.002890 -0.000700    33.990
   0.12544  0.87905  0.03313  1.08433  0.094590  0.002897 -0.000699    32.654
   0.14250  0.86245  0.03708  1.08431  0.090908  0.002903 -0.000698    31.310
   0.15964  0.84577  0.04099  1.08429  0.087207  0.002910 -0.000697    29.963
   0.17681  0.82904  0.04484  1.08426  0.083494  0.002918 -0.000696    28.615
   0.19398  0.81229  0.04864  1.08423  0.079775  0.002926 -0.000695    27.269
   0.21115  0.79553  0.05238  1.08419  0.076058  0.002933 -0.000694    25.929
   0.22833  0.77875  0.05606  1.08415  0.072335  0.002941 -0.000694    24.593
   0.24546  0.76200  0.05967  1.08411  0.068614  0.002949 -0.000693    23.263
   0.26249  0.74535  0.06319  1.08406  0.064924  0.002958 -0.000692    21.952
   0.27941  0.72877  0.06660  1.08402  0.061291  0.002965 -0.000692    20.672
   0.29629  0.71222  0.06990  1.08399  0.057714  0.002972 -0.000692    19.421
   0.31313  0.69568  0.07308  1.08398  0.054197  0.002977 -0.000693    18.202
   0.32994  0.67915  0.07616  1.08399  0.050750  0.002982 -0.000694    17.018
   0.34670  0.66266  0.07911  1.08402  0.047372  0.002985 -0.000696    15.869
   0.36339  0.64620  0.08193  1.08410  0.044086  0.002987 -0.000699    14.761
   0.38005  0.62976  0.08462  1.08423  0.040895  0.002986 -0.000703    13.697
   0.39672  0.61329  0.08718  1.08443  0.037801  0.002982 -0.000708    12.675
   0.41338  0.59681  0.08962  1.08472  0.034801  0.002976 -0.000715    11.693
   0.42997  0.58038  0.09191  1.08512  0.031904  0.002967 -0.000724    10.754
   0.44649  0.56400  0.09406  1.08567  0.029139  0.002953 -0.000736     9.867
   0.46301  0.54760  0.09605  1.08642  0.026506  0.002935 -0.000751     9.031
   0.47954  0.53117  0.09790  1.08742  0.023991  0.002912 -0.000771     8.239
   0.49603  0.51477  0.09961  1.08873  0.021604  0.002883 -0.000797     7.493
   0.51242  0.49845  0.10115  1.09042  0.019376  0.002848 -0.000832     6.804
   0.52875  0.48218  0.10252  1.09263  0.017322  0.002805 -0.000877     6.175
   0.54509  0.46588  0.10371  1.09546  0.015425  0.002755 -0.000926     5.600
   0.56144  0.44957  0.10475  1.09907  0.013689  0.002695 -0.000939     5.079
   0.57774  0.43329  0.10561  1.10357  0.012113  0.002627 -0.000852     4.611
   0.59394  0.41711  0.10630  1.10901  0.010721  0.002550 -0.000572     4.204
   0.61007  0.40098  0.10679  1.11528  0.009515  0.002467 -0.000051     3.857
   0.62617  0.38489  0.10708  1.12255  0.008464  0.002375  0.000724     3.563
   0.64227  0.36879  0.10718  1.13071  0.007588  0.002276  0.001669     3.334
   0.65836  0.35270  0.10708  1.13948  0.006833  0.002172  0.002785     3.145
   0.67432  0.33674  0.10680  1.14849  0.006164  0.002067  0.004110     2.982
   0.69010  0.32097  0.10629  1.15675  0.005642  0.001968  0.005362     2.867
