#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  1.12531  0.164040  0.003338 -0.000279    49.141
   0.00667  0.99364  0.00201  1.12519  0.160642  0.003358 -0.000933    47.834
   0.01801  0.98283  0.00544  1.12517  0.157158  0.003366 -0.000931    46.683
   0.03089  0.97055  0.00931  1.12514  0.153310  0.003375 -0.000929    45.428
   0.04491  0.95712  0.01335  1.12513  0.149307  0.003382 -0.000927    44.147
   0.05974  0.94286  0.01740  1.12512  0.145264  0.003388 -0.000926    42.878
   0.07527  0.92786  0.02141  1.12514  0.141220  0.003392 -0.000925    41.632
   0.09142  0.91220  0.02541  1.12515  0.137129  0.003396 -0.000925    40.385
   0.10802  0.89609  0.02942  1.12517  0.132963  0.003399 -0.000924    39.118
   0.12488  0.87971  0.03341  1.12519  0.128735  0.003403 -0.000924    37.832
   0.14188  0.86318  0.03738  1.12521  0.124460  0.003407 -0.000923    36.529
   0.15896  0.84656  0.04130  1.12522  0.120145  0.003412 -0.000923    35.211
   0.17607  0.82989  0.04517  1.12523  0.115803  0.003418 -0.000922    33.884
   0.19318  0.81321  0.04899  1.12523  0.111440  0.003424 -0.000921    32.549
   0.21029  0.79652  0.05273  1.12522  0.107062  0.003430 -0.000920    31.210
   0.22743  0.77978  0.05643  1.12522  0.102665  0.003437 -0.000919    29.866
   0.24453  0.76308  0.06007  1.12520  0.098244  0.003445 -0.000918    28.516
   0.26151  0.74647  0.06361  1.12518  0.093842  0.003453 -0.000917    27.175
   0.27839  0.72994  0.06704  1.12516  0.089482  0.003461 -0.000916    25.852
   0.29522  0.71344  0.07036  1.12514  0.085161  0.003469 -0.000916    24.548
   0.31203  0.69694  0.07357  1.12512  0.080882  0.003477 -0.000915    23.264
   0.32881  0.68046  0.07667  1.12511  0.076650  0.003484 -0.000915    22.003
   0.34552  0.66401  0.07965  1.12510  0.072476  0.003490 -0.000915    20.767
   0.36216  0.64761  0.08250  1.12511  0.068374  0.003495 -0.000916    19.561
   0.37877  0.63123  0.08521  1.12514  0.064357  0.003500 -0.000918    18.390
   0.39539  0.61480  0.08779  1.12520  0.060417  0.003502 -0.000920    17.252
   0.41202  0.59836  0.09025  1.12528  0.056539  0.003503 -0.000923    16.139
   0.42857  0.58198  0.09257  1.12540  0.052753  0.003503 -0.000927    15.061
