#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  1.07214  0.115133  0.003915 -0.000253    29.407
   0.00667  0.99364  0.00201  1.07193  0.111660  0.003940 -0.000765    28.338
   0.01801  0.98283  0.00544  1.07187  0.108493  0.003951 -0.000763    27.461
   0.03089  0.97055  0.00931  1.07182  0.105074  0.003961 -0.000762    26.529
   0.04491  0.95712  0.01335  1.07179  0.101588  0.003969 -0.000761    25.596
   0.05974  0.94286  0.01740  1.07178  0.098132  0.003975 -0.000761    24.688
   0.07527  0.92786  0.02141  1.07179  0.094730  0.003979 -0.000761    23.810
   0.09142  0.91220  0.02541  1.07182  0.091333  0.003981 -0.000762    22.944
   0.10802  0.89609  0.02942  1.07187  0.087904  0.003982 -0.000763    22.075
   0.12488  0.87971  0.03341  1.07192  0.084449  0.003983 -0.000764    21.202
   0.14188  0.86318  0.03738  1.07198  0.080979  0.003984 -0.000765    20.328
   0.15896  0.84656  0.04130  1.07205  0.077499  0.003984 -0.000766    19.452
   0.17607  0.82989  0.04517  1.07212  0.074018  0.003984 -0.000768    18.579
   0.19318  0.81321  0.04899  1.07220  0.070544  0.003983 -0.000770    17.709
   0.21029  0.79652  0.05273  1.07230  0.067080  0.003982 -0.000772    16.844
   0.22743  0.77978  0.05643  1.07241  0.063625  0.003980 -0.000775    15.985
   0.24453  0.76308  0.06007  1.07254  0.060174  0.003978 -0.000778    15.128
   0.26151  0.74647  0.06361  1.07270  0.056761  0.003974 -0.000782    14.284
   0.27839  0.72994  0.06704  1.07289  0.053419  0.003968 -0.000786    13.461
   0.29522  0.71344  0.07036  1.07313  0.050139  0.003961 -0.000792    12.658
   0.31203  0.69694  0.07357  1.07343  0.046929  0.003951 -0.000799    11.878
   0.32881  0.68046  0.07667  1.07380  0.043799  0.003938 -0.000807    11.121
   0.34552  0.66401  0.07965  1.07426  0.040748  0.003923 -0.000817    10.388
   0.36216  0.64761  0.08250  1.07484  0.037802  0.003903 -0.000829     9.685
   0.37877  0.63123  0.08521  1.07556  0.034967  0.003880 -0.000844     9.013
   0.39539  0.61480  0.08779  1.07646  0.032245  0.003851 -0.000863     8.372
   0.41202  0.59836  0.09025  1.07756  0.029619  0.003818 -0.000886     7.758
   0.42857  0.58198  0.09257  1.07892  0.027113  0.003779 -0.000915     7.175
   0.44503  0.56566  0.09473  1.08059  0.024749  0.003734 -0.000952     6.628
   0.46148  0.54933  0.09674  1.08264  0.022538  0.003682 -0.000997     6.121
