#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  1.11887  0.157416  0.003406 -0.000275    46.217
   0.00667  0.99364  0.00201  1.11874  0.154021  0.003427 -0.000910    44.946
   0.01801  0.98283  0.00544  1.11871  0.150578  0.003435 -0.000908    43.831
   0.03089  0.97055  0.00931  1.11868  0.146785  0.003444 -0.000906    42.618
   0.04491  0.95712  0.01335  1.11866  0.142847  0.003452 -0.000904    41.382
   0.05974  0.94286  0.01740  1.11865  0.138878  0.003458 -0.000903    40.160
   0.07527  0.92786  0.02141  1.11866  0.134915  0.003463 -0.000902    38.962
   0.09142  0.91220  0.02541  1.11868  0.130909  0.003466 -0.000902    37.766
   0.10802  0.89609  0.02942  1.11870  0.126834  0.003470 -0.000901    36.552
   0.12488  0.87971  0.03341  1.11872  0.122702  0.003474 -0.000901    35.321
   0.14188  0.86318  0.03738  1.11873  0.118526  0.003478 -0.000900    34.076
   0.15896  0.84656  0.04130  1.11874  0.114313  0.003483 -0.000900    32.818
   0.17607  0.82989  0.04517  1.11875  0.110076  0.003489 -0.000899    31.553
   0.19318  0.81321  0.04899  1.11875  0.105822  0.003495 -0.000899    30.282
   0.21029  0.79652  0.05273  1.11875  0.101556  0.003501 -0.000898    29.009
   0.22743  0.77978  0.05643  1.11875  0.097272  0.003507 -0.000897    27.733
   0.24453  0.76308  0.06007  1.11873  0.092970  0.003515 -0.000897    26.452
   0.26151  0.74647  0.06361  1.11872  0.088686  0.003522 -0.000896    25.180
   0.27839  0.72994  0.06704  1.11871  0.084450  0.003529 -0.000895    23.928
   0.29522  0.71344  0.07036  1.11869  0.080254  0.003536 -0.000895    22.695
   0.31203  0.69694  0.07357  1.11869  0.076104  0.003542 -0.000895    21.483
   0.32881  0.68046  0.07667  1.11870  0.072004  0.003548 -0.000896    20.294
   0.34552  0.66401  0.07965  1.11871  0.067966  0.003553 -0.000897    19.130
   0.36216  0.64761  0.08250  1.11875  0.064001  0.003557 -0.000899    17.995
   0.37877  0.63123  0.08521  1.11881  0.060124  0.003559 -0.000901    16.895
   0.39539  0.61480  0.08779  1.11891  0.056330  0.003559 -0.000904    15.827
   0.41202  0.59836  0.09025  1.11904  0.052601  0.003558 -0.000909    14.786
   0.42857  0.58198  0.09257  1.11923  0.048968  0.003554 -0.000914    13.779
   0.44503  0.56566  0.09473  1.11949  0.045450  0.003547 -0.000921    12.812
   0.46148  0.54933  0.09674  1.11984  0.042057  0.003538 -0.000930    11.889
   0.47798  0.53293  0.09860  1.12031  0.038764  0.003524 -0.000942    11.000
   0.49446  0.51655  0.10033  1.12091  0.035568  0.003506 -0.000957    10.144
