#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.90564  0.035085  0.014778  0.000610     2.374
   0.00668  0.99360  0.00192  0.91165  0.032925  0.014358  0.000717     2.293
   0.01807  0.98272  0.00530  0.92071  0.030317  0.013762  0.000865     2.203
   0.03106  0.97032  0.00914  0.93215  0.027575  0.013066  0.001054     2.110
   0.04516  0.95680  0.01317  0.94526  0.024997  0.012336  0.001269     2.026
   0.06006  0.94246  0.01720  0.95925  0.022734  0.011622  0.001494     1.956
   0.07565  0.92739  0.02118  0.97354  0.020811  0.010954  0.001718     1.900
   0.09186  0.91167  0.02516  0.98798  0.019164  0.010331  0.001936     1.855
   0.10852  0.89549  0.02915  1.00273  0.017716  0.009744  0.002153     1.818
   0.12544  0.87905  0.03313  1.01765  0.016440  0.009194  0.002366     1.788
   0.14250  0.86245  0.03708  1.03261  0.015317  0.008681  0.002571     1.764
   0.15964  0.84577  0.04099  1.04754  0.014330  0.008205  0.002766     1.746
   0.17681  0.82904  0.04484  1.06241  0.013461  0.007763  0.002945     1.734
   0.19398  0.81229  0.04864  1.07717  0.012696  0.007351  0.003106     1.727
   0.21115  0.79553  0.05238  1.09176  0.012029  0.006969  0.003241     1.726
   0.22833  0.77875  0.05606  1.10633  0.011441  0.006610  0.003347     1.731
   0.24546  0.76200  0.05967  1.12098  0.010921  0.006271  0.003421     1.742
   0.26249  0.74535  0.06319  1.13549  0.010482  0.005953  0.003447     1.761
   0.27941  0.72877  0.06660  1.14962  0.010140  0.005660  0.003404     1.792
   0.29629  0.71222  0.06990  1.16349  0.009896  0.005386  0.003276     1.837
   0.31313  0.69568  0.07308  1.17734  0.009758  0.005126  0.003046     1.904
   0.32994  0.67915  0.07616  1.19163  0.009736  0.004871  0.002704     1.999
   0.34670  0.66266  0.07911  1.20721  0.009840  0.004606  0.002244     2.136
   0.36339  0.64620  0.08193  1.22534  0.010086  0.004314  0.001759     2.338
   0.38005  0.62976  0.08462  1.24797  0.010491  0.003966  0.001241     2.646
   0.39672  0.61329  0.08718  1.27813  0.011031  0.003524  0.000597     3.130
   0.41338  0.59681  0.08962  1.31867  0.011634  0.002965 -0.000054     3.924
   0.42997  0.58038  0.09191  1.37226  0.012170  0.002278 -0.000387     5.343
   0.44649  0.56400  0.09406  1.42850  0.012490  0.001619 -0.000448     7.716
   0.46301  0.54760  0.09605  1.43209  0.012630  0.001581 -0.000565     7.987
   0.47954  0.53117  0.09790  1.43421  0.012484  0.001560 -0.000573     8.000
   0.49603  0.51477  0.09961  1.43619  0.012131  0.001541 -0.000583     7.870
