#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.91136  0.037130  0.014812  0.000486     2.507
   0.00668  0.99360  0.00192  0.91658  0.034929  0.014437  0.000579     2.419
   0.01807  0.98272  0.00530  0.92458  0.032290  0.013895  0.000704     2.324
   0.03106  0.97032  0.00914  0.93475  0.029500  0.013254  0.000864     2.226
   0.04516  0.95680  0.01317  0.94654  0.026856  0.012571  0.001048     2.136
   0.06006  0.94246  0.01720  0.95929  0.024511  0.011891  0.001241     2.061
   0.07565  0.92739  0.02118  0.97250  0.022499  0.011242  0.001432     2.001
   0.09186  0.91167  0.02516  0.98604  0.020761  0.010628  0.001620     1.953
   0.10852  0.89549  0.02915  1.00000  0.019223  0.010043  0.001806     1.914
   0.12544  0.87905  0.03313  1.01424  0.017863  0.009489  0.001987     1.883
   0.14250  0.86245  0.03708  1.02863  0.016666  0.008969  0.002160     1.858
   0.15964  0.84577  0.04099  1.04309  0.015612  0.008483  0.002321     1.840
   0.17681  0.82904  0.04484  1.05755  0.014688  0.008028  0.002465     1.829
   0.19398  0.81229  0.04864  1.07199  0.013878  0.007604  0.002587     1.825
   0.21115  0.79553  0.05238  1.08632  0.013178  0.007208  0.002680     1.828
   0.22833  0.77875  0.05606  1.10071  0.012569  0.006835  0.002740     1.839
   0.24546  0.76200  0.05967  1.11522  0.012042  0.006480  0.002763     1.858
   0.26249  0.74535  0.06319  1.12971  0.011608  0.006146  0.002733     1.889
   0.27941  0.72877  0.06660  1.14406  0.011287  0.005833  0.002633     1.935
   0.29629  0.71222  0.06990  1.15850  0.011081  0.005534  0.002449     2.002
   0.31313  0.69568  0.07308  1.17344  0.010998  0.005240  0.002173     2.099
   0.32994  0.67915  0.07616  1.18963  0.011045  0.004938  0.001804     2.237
   0.34670  0.66266  0.07911  1.20818  0.011228  0.004609  0.001414     2.436
   0.36339  0.64620  0.08193  1.23066  0.011548  0.004229  0.001003     2.731
   0.38005  0.62976  0.08462  1.25920  0.011999  0.003771  0.000491     3.182
   0.39672  0.61329  0.08718  1.29609  0.012524  0.003213 -0.000036     3.898
   0.41338  0.59681  0.08962  1.34383  0.013009  0.002540 -0.000360     5.122
   0.42997  0.58038  0.09191  1.39347  0.013328  0.001897 -0.000425     7.026
   0.44649  0.56400  0.09406  1.41913  0.013455  0.001591 -0.000550     8.458
   0.46301  0.54760  0.09605  1.42111  0.013376  0.001570 -0.000557     8.520
   0.47954  0.53117  0.09790  1.42293  0.013066  0.001551 -0.000566     8.422
   0.49603  0.51477  0.09961  1.42468  0.012583  0.001534 -0.000576     8.202
   0.51242  0.49845  0.10115  1.42645  0.011991  0.001517 -0.000588     7.902
   0.52875  0.48218  0.10252  1.42833  0.011342  0.001501 -0.000602     7.559
   0.54509  0.46588  0.10371  1.43037  0.010647  0.001483 -0.000618     7.180
   0.56144  0.44957  0.10475  1.43265  0.009909  0.001464 -0.000639     6.767
   0.57774  0.43329  0.10561  1.43525  0.009149  0.001444 -0.000665     6.334
   0.59394  0.41711  0.10630  1.43828  0.008393  0.001423 -0.000695     5.900
   0.61007  0.40098  0.10679  1.44186  0.007666  0.001398 -0.000722     5.482
   0.62617  0.38489  0.10708  1.44613  0.006975  0.001371 -0.000729     5.086
   0.64227  0.36879  0.10718  1.45121  0.006328  0.001341 -0.000691     4.718
   0.65836  0.35270  0.10708  1.45718  0.005718  0.001308 -0.000561     4.371
   0.67432  0.33674  0.10680  1.46396  0.005145  0.001273 -0.000290     4.043
   0.69010  0.32097  0.10629  1.47158  0.004639  0.001235  0.000133     3.758
   0.70583  0.30526  0.10554  1.48005  0.004237  0.001194  0.000608     3.549
   0.72167  0.28945  0.10454  1.48921  0.003903  0.001151  0.001112     3.390
   0.73747  0.27369  0.10335  1.49921  0.003568  0.001106  0.001804     3.225
   0.75302  0.25820  0.10195  1.50952  0.003267  0.001060  0.002604     3.081
   0.76841  0.24291  0.10027  1.51903  0.003046  0.001018  0.003246     2.993
   0.78386  0.22758  0.09831  1.52759  0.002891  0.000978  0.003649     2.955
   0.79934  0.21226  0.09610  1.53663  0.002726  0.000938  0.004183     2.907
   0.81467  0.19713  0.09366  1.54568  0.002563  0.000897  0.004801     2.857
   0.82983  0.18221  0.09095  1.55388  0.002433  0.000859  0.005247     2.834
   0.84493  0.16741  0.08797  1.56178  0.002324  0.000821  0.005550     2.831
   0.85995  0.15275  0.08473  1.57040  0.002208  0.000782  0.005941     2.822
   0.87475  0.13836  0.08125  1.57991  0.002076  0.000742  0.006548     2.800
   0.88915  0.12444  0.07757  1.58994  0.001932  0.000700  0.007448     2.762
   0.90314  0.11101  0.07364  1.59852  0.001825  0.000661  0.007938     2.761
   0.91683  0.09797  0.06946  1.60726  0.001738  0.000623  0.008075     2.789
   0.92993  0.08560  0.06517  1.61954  0.001592  0.000579  0.009364     2.748
   0.94206  0.07425  0.06087  1.63130  0.001442  0.000537  0.011259     2.686
   0.95332  0.06387  0.05649  1.63824  0.001368  0.000502  0.011380     2.723
   0.96371  0.05444  0.05215  1.64775  0.001296  0.000467  0.011315     2.775
   0.97301  0.04611  0.04801  1.66204  0.001176  0.000428  0.013029     2.747
   0.98119  0.03891  0.04412  1.67565  0.001059  0.000392  0.015426     2.703
   0.98837  0.03273  0.04046  1.68696  0.000954  0.000358  0.018174     2.660
   0.99470  0.02743  0.03701  1.69537  0.000863  0.000329  0.021083     2.623
   1.00030  0.02288  0.03375  1.70099  0.000780  0.000302  0.024469     2.584
   1.00527  0.01898  0.03066  1.70281  0.000710  0.000278  0.027805     2.554
   1.00973  0.01561  0.02774  1.70141  0.000646  0.000256  0.031702     2.521
   1.01375  0.01272  0.02495  1.69566  0.000586  0.000236  0.036273     2.482
   1.01739  0.01024  0.02228  1.68369  0.000540  0.000219  0.039815     2.464
   1.02073  0.00811  0.01971  1.66804  0.000490  0.000203  0.045492     2.420
   1.02380  0.00630  0.01724  1.64298  0.000452  0.000189  0.050096     2.390
   1.02664  0.00476  0.01485  1.61023  0.000417  0.000177  0.054737     2.360
   1.02926  0.00350  0.01255  1.56851  0.000388  0.000167  0.059334     2.325
   1.03171  0.00246  0.01033  1.51725  0.000369  0.000159  0.060635     2.318
   1.03400  0.00163  0.00819  1.46289  0.000353  0.000152  0.061350     2.316
   1.03618  0.00098  0.00612  1.40801  0.000343  0.000145  0.058265     2.359
   1.03826  0.00048  0.00410  1.36034  0.000320  0.000135  0.059078     2.379
   1.04024  0.00015  0.00214  1.30957  0.000288  0.000122  0.064211     2.366
   1.04215  0.00001  0.00024  1.24119  0.000253  0.000109  0.071390     2.332
   1.04400  0.00012 -0.00161  1.13632  0.000223  0.000098  0.078665     2.268
   1.04587  0.00052 -0.00343  0.97698  0.000211  0.000096  0.075864     2.204
   1.04780  0.00123 -0.00524  0.79228  0.000222  0.000100  0.057323     2.227
   1.04986  0.00223 -0.00703  0.61206  0.000226  0.000103  0.044427     2.201
   1.05205  0.00354 -0.00879  0.43410  0.000247  0.000111  0.028509     2.216
   1.05438  0.00514 -0.01048  0.27547  0.000264  0.000119  0.016935     2.213
   1.05689  0.00705 -0.01212  0.13301  0.000296  0.000133  0.007264     2.220
   1.05960  0.00924 -0.01371  0.01764  0.000352  0.000158  0.000802     2.230
   1.06254  0.01171 -0.01530 -0.08240  0.000352  0.000158  0.003748     2.230
   1.06576  0.01450 -0.01689 -0.17066  0.000409  0.000181  0.006449     2.267
