#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.90603  0.042419  0.013634  0.000133     3.111
   0.00668  0.99360  0.00192  0.90971  0.039853  0.013358  0.000191     2.984
   0.01807  0.98272  0.00530  0.91594  0.037289  0.012914  0.000245     2.888
   0.03106  0.97032  0.00914  0.92378  0.034656  0.012390  0.000305     2.797
   0.04516  0.95680  0.01317  0.93294  0.032213  0.011818  0.000365     2.726
   0.06006  0.94246  0.01720  0.94310  0.030094  0.011228  0.000413     2.680
   0.07565  0.92739  0.02118  0.95406  0.028330  0.010635  0.000444     2.664
   0.09186  0.91167  0.02516  0.96584  0.026872  0.010039  0.000452     2.677
   0.10852  0.89549  0.02915  0.97855  0.025650  0.009437  0.000437     2.718
   0.12544  0.87905  0.03313  0.99228  0.024647  0.008829  0.000398     2.792
   0.14250  0.86245  0.03708  1.00726  0.023849  0.008207  0.000332     2.906
   0.15964  0.84577  0.04099  1.02391  0.023239  0.007560  0.000251     3.074
   0.17681  0.82904  0.04484  1.04283  0.022797  0.006873  0.000160     3.317
   0.19398  0.81229  0.04864  1.06491  0.022494  0.006125  0.000044     3.672
   0.21115  0.79553  0.05238  1.09198  0.022277  0.005276 -0.000085     4.222
   0.22833  0.77875  0.05606  1.12166  0.022117  0.004420 -0.000174     5.004
   0.24546  0.76200  0.05967  1.15417  0.021938  0.003560 -0.000219     6.162
   0.26249  0.74535  0.06319  1.19164  0.021649  0.002659 -0.000278     8.142
   0.27941  0.72877  0.06660  1.23547  0.021129  0.001713 -0.000422    12.331
   0.29629  0.71222  0.06990  1.23634  0.020744  0.001699 -0.000427    12.212
   0.31313  0.69568  0.07308  1.23709  0.020097  0.001687 -0.000431    11.915
   0.32994  0.67915  0.07616  1.23777  0.019276  0.001676 -0.000435    11.499
   0.34670  0.66266  0.07911  1.23843  0.018332  0.001667 -0.000440    10.998
   0.36339  0.64620  0.08193  1.23911  0.017308  0.001658 -0.000446    10.440
   0.38005  0.62976  0.08462  1.23984  0.016240  0.001648 -0.000452     9.852
   0.39672  0.61329  0.08718  1.24066  0.015144  0.001638 -0.000459     9.244
