#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.88327  0.029538  0.012924  0.000672     2.285
   0.00667  0.99364  0.00201  0.89165  0.027152  0.012414  0.000821     2.187
   0.01801  0.98283  0.00544  0.90318  0.024629  0.011765  0.001003     2.093
   0.03089  0.97055  0.00931  0.91737  0.022099  0.011037  0.001228     2.002
   0.04491  0.95712  0.01335  0.93319  0.019822  0.010304  0.001476     1.924
   0.05974  0.94286  0.01740  0.94957  0.017904  0.009616  0.001727     1.862
   0.07527  0.92786  0.02141  0.96561  0.016355  0.009002  0.001958     1.817
   0.09142  0.91220  0.02541  0.98128  0.015084  0.008451  0.002167     1.785
   0.10802  0.89609  0.02942  0.99665  0.014017  0.007951  0.002354     1.763
   0.12488  0.87971  0.03341  1.01173  0.013112  0.007495  0.002519     1.749
   0.14188  0.86318  0.03738  1.02645  0.012346  0.007080  0.002654     1.744
   0.15896  0.84656  0.04130  1.04084  0.011699  0.006699  0.002756     1.746
   0.17607  0.82989  0.04517  1.05483  0.011163  0.006351  0.002816     1.758
   0.19318  0.81321  0.04899  1.06852  0.010726  0.006029  0.002826     1.779
   0.21029  0.79652  0.05273  1.08192  0.010391  0.005730  0.002774     1.813
   0.22743  0.77978  0.05643  1.09527  0.010153  0.005448  0.002650     1.864
   0.24453  0.76308  0.06007  1.10912  0.009999  0.005170  0.002451     1.934
   0.26151  0.74647  0.06361  1.12356  0.009963  0.004895  0.002157     2.035
   0.27839  0.72994  0.06704  1.13925  0.010071  0.004611  0.001760     2.184
   0.29522  0.71344  0.07036  1.15769  0.010338  0.004295  0.001273     2.407
   0.31203  0.69694  0.07357  1.18120  0.010764  0.003911  0.000837     2.752
   0.32881  0.68046  0.07667  1.21280  0.011316  0.003422  0.000320     3.307
   0.34552  0.66401  0.07965  1.25589  0.011913  0.002796 -0.000163     4.260
   0.36216  0.64761  0.08250  1.30751  0.012422  0.002104 -0.000356     5.905
   0.37877  0.63123  0.08521  1.35439  0.012714  0.001531 -0.000456     8.306
   0.39539  0.61480  0.08779  1.35637  0.012809  0.001510 -0.000461     8.484
   0.41202  0.59836  0.09025  1.35810  0.012617  0.001492 -0.000467     8.458
   0.42857  0.58198  0.09257  1.35972  0.012231  0.001476 -0.000475     8.289
   0.44503  0.56566  0.09473  1.36131  0.011728  0.001460 -0.000484     8.032
   0.46148  0.54933  0.09674  1.36298  0.011153  0.001445 -0.000494     7.719
   0.47798  0.53293  0.09860  1.36476  0.010512  0.001429 -0.000507     7.355
   0.49446  0.51655  0.10033  1.36669  0.009806  0.001413 -0.000522     6.940
   0.51082  0.50026  0.10190  1.36888  0.009078  0.001396 -0.000541     6.504
   0.52710  0.48404  0.10328  1.37143  0.008369  0.001377 -0.000564     6.079
   0.54339  0.46779  0.10449  1.37444  0.007683  0.001356 -0.000589     5.667
   0.55971  0.45151  0.10554  1.37802  0.007014  0.001332 -0.000602     5.265
   0.57600  0.43525  0.10643  1.38227  0.006359  0.001306 -0.000590     4.869
   0.59218  0.41907  0.10713  1.38729  0.005753  0.001277 -0.000515     4.505
   0.60829  0.40298  0.10765  1.39309  0.005207  0.001246 -0.000350     4.180
   0.62434  0.38693  0.10796  1.39958  0.004724  0.001212 -0.000083     3.897
   0.64042  0.37085  0.10808  1.40691  0.004301  0.001176  0.000277     3.659
   0.65651  0.35476  0.10800  1.41508  0.003926  0.001137  0.000727     3.454
   0.67249  0.33878  0.10774  1.42401  0.003575  0.001095  0.001310     3.265
   0.68825  0.32303  0.10727  1.43322  0.003274  0.001053  0.001952     3.110
   0.70393  0.30737  0.10654  1.44180  0.003055  0.001013  0.002471     3.015
   0.71975  0.29158  0.10557  1.44979  0.002886  0.000976  0.002878     2.958
   0.73559  0.27578  0.10439  1.45837  0.002695  0.000936  0.003484     2.879
   0.75115  0.26028  0.10302  1.46714  0.002492  0.000895  0.004319     2.783
   0.76650  0.24502  0.10139  1.47366  0.002354  0.000861  0.004885     2.735
   0.78192  0.22972  0.09944  1.47831  0.002267  0.000830  0.005119     2.730
   0.79744  0.21436  0.09725  1.48363  0.002163  0.000798  0.005511     2.712
   0.81279  0.19920  0.09484  1.48951  0.002038  0.000763  0.006169     2.671
   0.82793  0.18429  0.09217  1.49374  0.001941  0.000731  0.006628     2.654
   0.84302  0.16950  0.08922  1.49695  0.001866  0.000701  0.006863     2.660
   0.85806  0.15481  0.08599  1.50085  0.001781  0.000669  0.007203     2.661
   0.87291  0.14036  0.08253  1.50536  0.001687  0.000636  0.007696     2.653
