#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.88133  0.028600  0.012324  0.000640     2.321
   0.00667  0.99364  0.00201  0.88950  0.026355  0.011844  0.000778     2.225
   0.01801  0.98283  0.00544  0.90098  0.023948  0.011221  0.000946     2.134
   0.03089  0.97055  0.00931  0.91500  0.021546  0.010526  0.001151     2.047
   0.04491  0.95712  0.01335  0.93050  0.019406  0.009831  0.001371     1.974
   0.05974  0.94286  0.01740  0.94637  0.017630  0.009184  0.001582     1.920
   0.07527  0.92786  0.02141  0.96177  0.016226  0.008610  0.001761     1.885
   0.09142  0.91220  0.02541  0.97667  0.015105  0.008097  0.001905     1.866
   0.10802  0.89609  0.02942  0.99119  0.014192  0.007632  0.002011     1.860
   0.12488  0.87971  0.03341  1.00538  0.013450  0.007207  0.002078     1.866
   0.14188  0.86318  0.03738  1.01922  0.012860  0.006819  0.002095     1.886
   0.15896  0.84656  0.04130  1.03284  0.012408  0.006458  0.002058     1.921
   0.17607  0.82989  0.04517  1.04637  0.012092  0.006119  0.001955     1.976
   0.19318  0.81321  0.04899  1.06017  0.011910  0.005792  0.001781     2.056
   0.21029  0.79652  0.05273  1.07476  0.011870  0.005463  0.001530     2.173
   0.22743  0.77978  0.05643  1.09116  0.011975  0.005112  0.001207     2.342
   0.24453  0.76308  0.06007  1.11088  0.012207  0.004712  0.000843     2.590
   0.26151  0.74647  0.06361  1.13561  0.012575  0.004238  0.000509     2.968
   0.27839  0.72994  0.06704  1.16771  0.013056  0.003657  0.000119     3.570
   0.29522  0.71344  0.07036  1.21045  0.013559  0.002938 -0.000209     4.615
   0.31203  0.69694  0.07357  1.25794  0.013970  0.002205 -0.000318     6.335
   0.32881  0.68046  0.07667  1.30306  0.014142  0.001574 -0.000420     8.986
   0.34552  0.66401  0.07965  1.30469  0.014151  0.001554 -0.000425     9.105
   0.36216  0.64761  0.08250  1.30612  0.013886  0.001538 -0.000431     9.031
   0.37877  0.63123  0.08521  1.30745  0.013450  0.001523 -0.000437     8.833
   0.39539  0.61480  0.08779  1.30878  0.012893  0.001508 -0.000445     8.547
   0.41202  0.59836  0.09025  1.31012  0.012231  0.001495 -0.000453     8.184
   0.42857  0.58198  0.09257  1.31155  0.011498  0.001481 -0.000463     7.766
   0.44503  0.56566  0.09473  1.31312  0.010736  0.001466 -0.000476     7.323
   0.46148  0.54933  0.09674  1.31494  0.009973  0.001450 -0.000491     6.878
   0.47798  0.53293  0.09860  1.31705  0.009204  0.001432 -0.000510     6.425
   0.49446  0.51655  0.10033  1.31952  0.008421  0.001413 -0.000533     5.960
   0.51082  0.50026  0.10190  1.32247  0.007664  0.001391 -0.000554     5.508
   0.52710  0.48404  0.10328  1.32603  0.006964  0.001367 -0.000559     5.095
   0.54339  0.46779  0.10449  1.33030  0.006322  0.001339 -0.000529     4.720
   0.55971  0.45151  0.10554  1.33534  0.005730  0.001309 -0.000432     4.378
   0.57600  0.43525  0.10643  1.34107  0.005172  0.001276 -0.000230     4.053
   0.59218  0.41907  0.10713  1.34753  0.004682  0.001241  0.000077     3.774
   0.60829  0.40298  0.10765  1.35479  0.004258  0.001202  0.000475     3.542
   0.62434  0.38693  0.10796  1.36268  0.003901  0.001162  0.000923     3.358
   0.64042  0.37085  0.10808  1.37092  0.003603  0.001121  0.001389     3.215
   0.65651  0.35476  0.10800  1.37936  0.003340  0.001079  0.001890     3.095
   0.67249  0.33878  0.10774  1.38809  0.003083  0.001036  0.002513     2.975
   0.68825  0.32303  0.10727  1.39643  0.002858  0.000995  0.003167     2.873
   0.70393  0.30737  0.10654  1.40323  0.002703  0.000958  0.003621     2.821
   0.71975  0.29158  0.10557  1.40914  0.002582  0.000924  0.003947     2.794
   0.73559  0.27578  0.10439  1.41576  0.002431  0.000887  0.004508     2.741
   0.75115  0.26028  0.10302  1.42260  0.002260  0.000848  0.005356     2.664
   0.76650  0.24502  0.10139  1.42667  0.002145  0.000816  0.005905     2.628
   0.78192  0.22972  0.09944  1.42849  0.002076  0.000789  0.006079     2.632
   0.79744  0.21436  0.09725  1.43118  0.001986  0.000758  0.006460     2.620
   0.81279  0.19920  0.09484  1.43439  0.001874  0.000725  0.007152     2.584
   0.82793  0.18429  0.09217  1.43545  0.001789  0.000696  0.007603     2.572
   0.84302  0.16950  0.08922  1.43539  0.001719  0.000667  0.007864     2.577
   0.85806  0.15481  0.08599  1.43562  0.001646  0.000638  0.008177     2.581
   0.87291  0.14036  0.08253  1.43648  0.001558  0.000605  0.008718     2.573
   0.88737  0.12638  0.07886  1.43776  0.001447  0.000571  0.009806     2.535
   0.90140  0.11290  0.07496  1.43571  0.001361  0.000540  0.010566     2.521
   0.91519  0.09977  0.07076  1.43100  0.001316  0.000512  0.010338     2.568
   0.92848  0.08721  0.06643  1.43120  0.001217  0.000477  0.011397     2.551
   0.94079  0.07568  0.06209  1.43098  0.001083  0.000439  0.014032     2.466
   0.95221  0.06515  0.05767  1.42019  0.001025  0.000413  0.014523     2.479
   0.96284  0.05550  0.05322  1.41001  0.000989  0.000389  0.013913     2.545
   0.97241  0.04692  0.04898  1.40746  0.000907  0.000357  0.015162     2.544
   0.98081  0.03952  0.04501  1.40470  0.000815  0.000325  0.017534     2.507
   0.98816  0.03319  0.04127  1.39721  0.000736  0.000297  0.019939     2.476
   0.99463  0.02777  0.03774  1.38513  0.000673  0.000273  0.021962     2.461
   1.00034  0.02313  0.03441  1.37003  0.000609  0.000251  0.024871     2.427
   1.00542  0.01915  0.03125  1.34859  0.000558  0.000232  0.027240     2.407
   1.00996  0.01574  0.02825  1.32286  0.000516  0.000215  0.029047     2.401
   1.01405  0.01281  0.02541  1.29429  0.000473  0.000199  0.031719     2.380
   1.01775  0.01030  0.02269  1.25894  0.000432  0.000184  0.034863     2.347
   1.02112  0.00816  0.02007  1.21477  0.000402  0.000172  0.036515     2.336
   1.02423  0.00634  0.01756  1.16537  0.000375  0.000161  0.038062     2.324
   1.02710  0.00481  0.01513  1.10954  0.000348  0.000151  0.039645     2.305
   1.02975  0.00353  0.01281  1.04405  0.000324  0.000143  0.041568     2.266
   1.03221  0.00250  0.01057  0.97068  0.000317  0.000138  0.038599     2.292
   1.03452  0.00166  0.00842  0.89887  0.000296  0.000131  0.039306     2.262
   1.03670  0.00100  0.00634  0.81792  0.000286  0.000126  0.036825     2.267
   1.03878  0.00049  0.00433  0.73598  0.000274  0.000120  0.034447     2.274
