BlendedAirfoil                                  
 Alfa =   3.85000 Re =   120000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000  0.21904
   0.99364  0.00201  0.20552
   0.98283  0.00544  0.18616
   0.97055  0.00931  0.16199
   0.95712  0.01335  0.13457
   0.94286  0.01740  0.10566
   0.92786  0.02141  0.07678
   0.91220  0.02541  0.04806
   0.89609  0.02942  0.01937
   0.87971  0.03341 -0.00922
   0.86318  0.03738 -0.03761
   0.84656  0.04130 -0.06592
   0.82989  0.04517 -0.09427
   0.81321  0.04899 -0.12314
   0.79652  0.05273 -0.15326
   0.77978  0.05643 -0.18621
   0.76308  0.06007 -0.22460
   0.74647  0.06361 -0.27135
   0.72994  0.06704 -0.33133
   0.71344  0.07036 -0.41113
   0.69694  0.07357 -0.51783
   0.68046  0.07667 -0.63622
   0.66401  0.07965 -0.72905
   0.64761  0.08250 -0.73328
   0.63123  0.08521 -0.73706
   0.61480  0.08779 -0.74065
   0.59836  0.09025 -0.74419
   0.58198  0.09257 -0.74782
   0.56566  0.09473 -0.75174
   0.54933  0.09674 -0.75615
   0.53293  0.09860 -0.76121
   0.51655  0.10033 -0.76707
   0.50026  0.10190 -0.77402
   0.48404  0.10328 -0.78241
   0.46779  0.10449 -0.79258
   0.45151  0.10554 -0.80475
   0.43525  0.10643 -0.81908
   0.41907  0.10713 -0.83531
   0.40298  0.10765 -0.85376
   0.38693  0.10796 -0.87447
   0.37085  0.10808 -0.89687
   0.35476  0.10800 -0.92056
   0.33878  0.10774 -0.94545
   0.32303  0.10727 -0.96997
   0.30737  0.10654 -0.99070
   0.29158  0.10557 -1.00929
   0.27578  0.10439 -1.02965
   0.26028  0.10302 -1.05081
   0.24502  0.10139 -1.06415
   0.22972  0.09944 -1.07185
   0.21436  0.09725 -1.08124
   0.19920  0.09484 -1.09282
   0.18429  0.09217 -1.09798
   0.16950  0.08922 -1.10052
   0.15481  0.08599 -1.10333
   0.14036  0.08253 -1.10957
   0.12638  0.07886 -1.11543
   0.11290  0.07496 -1.11308
   0.09977  0.07076 -1.10378
   0.08721  0.06643 -1.10775
   0.07568  0.06209 -1.11234
   0.06515  0.05767 -1.08594
   0.05550  0.05322 -1.06169
   0.04692  0.04898 -1.05980
   0.03952  0.04501 -1.05851
   0.03319  0.04127 -1.04314
   0.02777  0.03774 -1.01615
   0.02313  0.03441 -0.97696
   0.01915  0.03125 -0.92609
   0.01574  0.02825 -0.86366
   0.01281  0.02541 -0.79183
   0.01030  0.02269 -0.70464
   0.00816  0.02007 -0.59715
   0.00634  0.01756 -0.48403
   0.00481  0.01513 -0.35118
   0.00353  0.01281 -0.21222
   0.00250  0.01057 -0.06300
   0.00166  0.00842  0.08169
   0.00100  0.00634  0.22288
   0.00049  0.00433  0.35123
   0.00014  0.00237  0.46834
  -0.00001  0.00047  0.60181
   0.00009 -0.00138  0.74730
   0.00049 -0.00318  0.88108
   0.00119 -0.00498  0.96826
   0.00220 -0.00676  0.99980
   0.00351 -0.00851  0.98605
   0.00512 -0.01021  0.94260
   0.00701 -0.01184  0.88533
   0.00920 -0.01343  0.82231
   0.01168 -0.01499  0.76159
   0.01448 -0.01656  0.70122
   0.01766 -0.01815  0.64425
   0.02129 -0.01981  0.58755
   0.02543 -0.02154  0.52992
   0.03017 -0.02333  0.46917
   0.03561 -0.02519  0.41011
   0.04190 -0.02708  0.35431
   0.04922 -0.02900  0.30561
   0.05776 -0.03093  0.26663
   0.06768 -0.03288  0.23189
   0.07895 -0.03481  0.19617
   0.09144 -0.03664  0.16656
   0.10515 -0.03835  0.14529
   0.11981 -0.03996  0.12269
   0.13498 -0.04141  0.10022
   0.15051 -0.04267  0.08207
   0.16639 -0.04375  0.06703
   0.18258 -0.04467  0.05516
   0.19892 -0.04546  0.04263
   0.21526 -0.04609  0.03008
   0.23166 -0.04656  0.02157
   0.24824 -0.04689  0.01438
   0.26491 -0.04711  0.00713
   0.28153 -0.04721 -0.00027
   0.29810 -0.04717 -0.00609
   0.31475 -0.04699 -0.00991
   0.33145 -0.04670 -0.01360
   0.34811 -0.04629 -0.01630
   0.36473 -0.04576 -0.01825
   0.38133 -0.04510 -0.01852
   0.39793 -0.04431 -0.01739
   0.41453 -0.04339 -0.01481
   0.43111 -0.04234 -0.01101
   0.44765 -0.04116 -0.00528
   0.46414 -0.03985  0.00208
   0.48059 -0.03840  0.01159
   0.49701 -0.03680  0.02295
   0.51348 -0.03504  0.03558
   0.53008 -0.03313  0.04830
   0.54687 -0.03109  0.05980
   0.56382 -0.02896  0.06954
   0.58089 -0.02675  0.07781
   0.59806 -0.02449  0.08497
   0.61529 -0.02221  0.09094
   0.63255 -0.01994  0.09591
   0.64979 -0.01769  0.10008
   0.66698 -0.01547  0.10362
   0.68409 -0.01330  0.10667
   0.70109 -0.01119  0.10938
   0.71802 -0.00917  0.11183
   0.73488 -0.00723  0.11411
   0.75168 -0.00538  0.11628
   0.76841 -0.00365  0.11838
   0.78504 -0.00203  0.12046
   0.80157 -0.00054  0.12255
   0.81800  0.00080  0.12469
   0.83432  0.00198  0.12692
   0.85054  0.00299  0.12929
   0.86665  0.00381  0.13185
   0.88262  0.00443  0.13463
   0.89840  0.00486  0.13769
   0.91391  0.00506  0.15565
   0.92905  0.00502  0.20224
   0.94370  0.00473  0.24061
   0.95766  0.00418  0.26192
   0.97070  0.00337  0.26686
   0.98268  0.00230  0.25477
   0.99347  0.00100  0.22171
   1.00000  0.00000  0.21904
